t,dt_h,P_req_MW,P_dc_MW,P_c_MW,SOC,DG1_P_MW,DG1_ON,DG1_Start,DG1_FC_kgh,DG2_P_MW,DG2_ON,DG2_Start,DG2_FC_kgh,DG3_P_MW,DG3_ON,DG3_Start,DG3_FC_kgh,DG4_P_MW,DG4_ON,DG4_Start,DG4_FC_kgh,ESS_N1_reserve_MW,N1_largest_output_MW,N1_min_margin_MW
10,0.5,16.307082607264462,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.1270826073,1,0,764.655141351148,3.88,10.08,4.372917392700002
11,0.5,16.303810858705003,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.123810858700001,1,0,764.0988067493213,3.88,10.08,4.376189141300001
12,0.5,16.68330162573084,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.503301625700001,1,0,828.628167212993,3.88,10.08,3.996698374300001
13,0.5,16.03435101792533,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.8543510179000005,1,0,718.279322562854,3.88,10.08,4.645648982100001
14,0.5,15.816347936344288,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.6363479362999995,1,0,681.209647466496,3.88,10.08,4.8636520637
15,0.5,15.505104872548126,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.3251048725000003,1,0,628.2852614147855,3.88,10.08,5.174895127499999
16,0.5,16.19365864176579,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.013658641799999,1,0,745.368305961636,3.88,10.08,4.4863413582000025
17,0.5,15.861041766065574,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.6810417660999994,1,0,688.8094746677364,3.88,10.08,4.8189582339
18,0.5,16.084468251540656,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.9044682514999987,1,0,726.8013560710272,3.88,10.08,4.595531748500003
19,0.5,16.004148440923174,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.8241484408999997,1,0,713.1436166441779,3.88,10.08,4.675851559100002
20,0.5,15.96603064735603,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.7860306474,1,0,706.6619916595013,3.88,10.08,4.713969352600001
21,0.5,16.205166911859603,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.025166911900001,1,0,747.3251949670446,3.88,10.08,4.4748330881000005
22,0.5,15.757382924867889,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.5773829248999998,1,0,671.1831203247299,3.88,10.08,4.922617075100002
23,0.5,16.45406320625575,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.274063206299999,1,0,789.6480130592423,3.88,10.08,4.2259367937000025
24,0.5,16.202339752538748,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.022339752499999,1,0,746.8444591919604,3.88,10.08,4.477660247500003
25,0.5,16.361485716853412,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.181485716899999,1,0,773.905953689681,3.88,10.08,4.3185142831000025
26,0.5,16.3187704079927,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.138770407999999,1,0,766.6425580948018,3.88,10.08,4.361229592000003
27,0.5,15.590313993024605,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.4103139930000004,1,0,642.7743887656411,3.88,10.08,5.089686006999999
28,0.5,14.99087864568339,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,2.8108786457000003,1,0,540.8452169273498,3.88,10.08,5.689121354300001
29,0.5,15.413260995600151,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.2332609956,1,0,612.6679469654428,3.88,10.08,5.2667390044
30,0.5,16.77825979831656,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.598259798299999,1,0,844.7750426616831,3.88,10.08,3.9017402017000027
31,0.5,16.35779878638383,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.1777987864,1,0,773.279020736556,3.88,10.08,4.322201213600001
32,0.5,16.86492272610779,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.684922726100002,1,0,859.5113782807351,3.88,10.08,3.8150772739
33,0.5,16.95862266212037,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.778622662100002,1,0,875.4443006897986,3.88,10.08,3.7213773379
34,0.5,17.06481459080058,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.884814590800001,1,0,893.5013862404855,3.88,10.08,3.6151854092000004
35,0.5,16.426164433674334,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.246164433699999,1,0,784.9040505965155,3.88,10.08,4.253835566300003
36,0.5,16.337222283673825,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.157222283700001,1,0,769.7801515274142,3.88,10.08,4.3427777163000005
37,0.5,16.371542292630046,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.191542292600001,1,0,775.6159937085879,3.88,10.08,4.308457707400001
38,0.5,16.246182441285264,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.0661824413000005,1,0,754.2995566944298,3.88,10.08,4.433817558700001
39,0.5,16.049551308712424,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.8695513086999997,1,0,720.8640100690609,3.88,10.08,4.630448691300002
40,0.5,16.521203256844416,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.3412032568,1,0,801.0646400157125,3.88,10.08,4.158796743200002
41,0.5,16.352798134506273,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.172798134499999,1,0,772.4286999986907,3.88,10.08,4.327201865500003
42,0.5,16.44828074332228,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.2682807433,1,0,788.664751615902,3.88,10.08,4.231719256700002
43,0.5,16.569129720357445,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.3891297204,1,0,809.2141506608381,3.88,10.08,4.110870279600002
44,0.5,16.39215268529126,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.212152685300001,1,0,779.1206256403475,3.88,10.08,4.2878473147000005
45,0.5,16.355017737431147,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.175017737400001,1,0,772.8061256650719,3.88,10.08,4.324982262600001
46,0.5,15.746913318292524,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,3.5669133183000006,1,0,669.402847714819,3.88,10.08,4.933086681699999
47,0.5,12.19110557299124,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,5.88,1,0,1062.7246812,6.311105573,1,0,1139.2800025363376,3.88,6.311105573,0.0888944270000005
