method,child_id,alpha,energy_mwh,p_req_mean_mw,p_req_std_mw,p_req_min_mw,p_req_max_mw,mean_abs_ramp_mw,feasible,status,fuel_kg,operating_fuel_kg,start_fuel_kg,dg_count_switches,commitment_signature
sbx_profile_proxy,sbx_005,1.002141740076613,385.43305023677704,16.059710426532376,0.5425383193139339,14.416651919638682,16.980244378981414,0.3378636070697422,True,Optimal,69919.49786717638,69509.49786717638,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_006,1.0087777730825793,385.4330502367769,16.059710426532373,0.55101714002534,14.39421031512576,16.96426083909497,0.35153167294049187,True,Optimal,69920.60192562582,69510.60192562582,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_007,1.007891658811315,385.433050236777,16.059710426532376,0.5365926178525762,14.397310298790078,16.969082873042918,0.30503037881726586,True,Optimal,69919.63996278419,69509.63996278419,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_008,1.0039941519691953,385.433050236777,16.059710426532373,0.5500130018612357,14.398447715425805,16.97851071135296,0.34324518870781806,True,Optimal,69920.26236133816,69510.26236133816,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_009,1.0043500222193453,385.43305023677704,16.059710426532376,0.549571353543301,14.38687126810422,16.977669667446506,0.3282325551716828,True,Optimal,69920.5239493246,69510.5239493246,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_010,0.9973460538362051,385.43305023677704,16.059710426532376,0.5526141515313481,14.350434427553013,16.971133123775044,0.33985602153364386,True,Optimal,69920.09070819913,69510.09070819913,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_011,1.0000724321798904,385.4330502367769,16.059710426532373,0.5503995466810719,14.3265304744749,16.960736002724843,0.3206294058651503,True,Optimal,69920.65482420554,69510.65482420554,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_012,0.9983868314226939,385.43305023677704,16.059710426532373,0.5399739854353587,14.422144896346817,16.970957377993326,0.3334817661798762,True,Optimal,69923.04579669035,69513.04579669035,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_013,0.9958287465343364,385.433050236777,16.059710426532373,0.5493608087611116,14.359441570505444,17.000997579326516,0.35193892014205075,True,Optimal,69919.03089295852,69509.03089295852,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_014,1.0016451289569925,385.43305023677704,16.059710426532376,0.549126631585269,14.376236284896546,16.9650538219187,0.33690045348944275,True,Optimal,69919.71050142456,69509.71050142456,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_015,0.9975533611862292,385.433050236777,16.059710426532373,0.5445094085862591,14.405072495141786,16.980112431900167,0.3316309449839272,True,Optimal,69922.0944066576,69512.0944066576,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_016,1.0025091179066565,385.43305023677704,16.059710426532376,0.551960369547656,14.32922219748405,16.961695701861824,0.34877888889675895,True,Optimal,69920.39559316632,69510.39559316632,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_017,1.0020659398328238,385.433050236777,16.059710426532373,0.5545290352750895,14.319566955297024,16.96805314892141,0.34801169044442165,True,Optimal,69924.47860019785,69514.47860019785,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_018,0.9987750379449681,385.433050236777,16.059710426532373,0.5431995256214098,14.384856346743208,16.969415628327955,0.3281249629708686,True,Optimal,69922.29747447073,69512.29747447073,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_019,0.9993583690224416,385.4330502367769,16.059710426532373,0.548034986711465,14.380737618813367,16.97647538435854,0.32121956887287606,True,Optimal,69919.65345067524,69509.65345067524,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_020,0.9983781535680727,385.4330502367769,16.059710426532373,0.5535097246853453,14.37234830955019,16.971797865242017,0.3436354890308841,True,Optimal,69920.18569058577,69510.18569058577,410.0,2,222222222222222222222222222222222332222222222222
