method,child_id,alpha,energy_mwh,p_req_mean_mw,p_req_std_mw,p_req_min_mw,p_req_max_mw,mean_abs_ramp_mw,feasible,status,fuel_kg,operating_fuel_kg,start_fuel_kg,dg_count_switches,commitment_signature
sbx_profile_proxy,sbx_021,0.9977628661233022,385.433050236777,16.059710426532373,0.5398132079512541,14.441834112900938,16.977346462936886,0.34571500058211163,True,Optimal,69919.41775689465,69509.41775689465,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_022,1.0064788532877185,385.433050236777,16.059710426532373,0.5467614363548047,14.404140627073488,16.97139893018577,0.33260612625916575,True,Optimal,69920.32459409794,69510.32459409794,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_023,0.9912278360490138,385.433050236777,16.059710426532373,0.5443762207674372,14.49284517763718,16.984334210648534,0.34962569407933314,True,Optimal,69921.16971725023,69511.16971725023,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_024,1.0031829424248009,385.433050236777,16.059710426532373,0.5477410226848477,14.381147922993218,16.972956885192787,0.33813721263897784,True,Optimal,69919.75808748338,69509.75808748338,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_025,1.0060813067509309,385.4330502367769,16.059710426532373,0.5526599064419252,14.301441482401547,16.985985563012928,0.336670449436457,True,Optimal,69920.1747941251,69510.1747941251,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_026,1.0031819252950391,385.43305023677704,16.059710426532376,0.5455157240460518,14.379753199909972,16.965898156293008,0.33313835539845105,True,Optimal,69919.86835622232,69509.86835622232,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_027,0.9958106572004537,385.43305023677704,16.059710426532376,0.5436419182685875,14.399850454105975,16.97136850686622,0.33244276681987056,True,Optimal,69918.79982757544,69508.79982757544,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_028,1.003303582431449,385.4330502367769,16.059710426532373,0.5436453052040208,14.481786492105112,16.969766525217448,0.33515185806581727,True,Optimal,69919.92973238659,69509.92973238659,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_029,1.0025103176335872,385.4330502367769,16.059710426532373,0.5487948669225383,14.396350230330212,16.96207368871316,0.3390808940520222,True,Optimal,69920.05301052607,69510.05301052607,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_030,1.0099162847922507,385.43305023677704,16.059710426532373,0.550624416396143,14.397984531108674,16.967289768412286,0.35773988387301486,True,Optimal,69921.2560140237,69511.2560140237,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_031,0.9979867571809947,385.433050236777,16.059710426532373,0.5447372194246232,14.429209212648766,16.97700334827216,0.34730502347256326,True,Optimal,69920.19065098303,69510.19065098303,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_032,1.004565651411286,385.4330502367769,16.059710426532373,0.545382107635177,14.396871907272738,16.981132654512443,0.3386845954131594,True,Optimal,69920.14096076293,69510.14096076293,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_033,0.9938389797924959,385.433050236777,16.059710426532373,0.543829056817135,14.384142910918865,16.963160471942118,0.3342340746087579,True,Optimal,69919.75101403671,69509.75101403671,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_034,0.9964344969745701,385.4330502367769,16.059710426532373,0.5447908428132315,14.35646221588532,16.96155925940778,0.34077454184880906,True,Optimal,69919.48905042527,69509.48905042527,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_035,0.9964168814078821,385.433050236777,16.059710426532373,0.5462465443043887,14.431708759287922,16.97042811792941,0.3405244601774002,True,Optimal,69919.52064569136,69509.52064569136,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_036,1.00191870167364,385.4330502367769,16.059710426532373,0.5461195171319438,14.450865947190772,16.984036540745272,0.3356527360761836,True,Optimal,69919.67095404843,69509.67095404843,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_037,1.0008312755734952,385.4330502367769,16.059710426532373,0.5425010001607248,14.405791686817354,16.971217521416907,0.3335470784478232,True,Optimal,69919.16854968874,69509.16854968874,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_038,0.9906905563969071,385.433050236777,16.059710426532373,0.5387718744186645,14.45755585002376,16.967028263126814,0.327328072338034,True,Optimal,69922.70172936433,69512.70172936433,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_039,1.0045946553139238,385.43305023677704,16.059710426532376,0.5438295233305123,14.41193954930505,16.967208251595512,0.34027198927289964,True,Optimal,69920.08149498542,69510.08149498542,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_040,1.0014755582095152,385.4330502367769,16.059710426532373,0.5478899058303094,14.389660616258745,16.958566174400698,0.34015524521983803,True,Optimal,69933.95294633506,69593.95294633506,340.0,0,222222222222222222222222222222222222222222222222
sbx_profile_proxy,sbx_041,0.9998263406361286,385.4330502367769,16.059710426532373,0.5498395283694465,14.361364796082382,16.96157023904365,0.3410230832306059,True,Optimal,69919.85431604345,69509.85431604345,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_042,0.9981418246345098,385.433050236777,16.059710426532373,0.5381756709500568,14.43519569504254,16.978813288059467,0.33042337994498144,True,Optimal,69919.48173133595,69509.48173133595,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_043,0.9983336521704486,385.433050236777,16.059710426532373,0.5502430577528591,14.34571952525852,16.965952370962746,0.3393597511139381,True,Optimal,69919.96557746538,69509.96557746538,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_044,1.008200716381075,385.433050236777,16.059710426532373,0.5527544711180093,14.406072577879074,16.973623112413463,0.35721540046520045,True,Optimal,69924.3149225215,69514.3149225215,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_045,0.9967894626267504,385.433050236777,16.059710426532376,0.5465569040242736,14.382243409976201,16.970459953833426,0.32596530584976946,True,Optimal,69920.59578843114,69510.59578843114,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_046,1.0051939347176182,385.43305023677704,16.059710426532373,0.5616453116008745,14.324239771495051,16.960520608212,0.33669663120620164,True,Optimal,69920.53107317712,69510.53107317712,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_047,1.0071118174724967,385.4330502367769,16.059710426532373,0.5550390646787692,14.406464170059214,16.979698081998432,0.34894544076813544,True,Optimal,69921.45310352684,69511.45310352684,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_048,1.007583934509375,385.433050236777,16.059710426532373,0.5552921703993383,14.36884268025484,16.974228655020703,0.35460846853820843,True,Optimal,69934.48275575243,69594.48275575243,340.0,0,222222222222222222222222222222222222222222222222
sbx_profile_proxy,sbx_049,1.0031576864973282,385.43305023677704,16.059710426532376,0.5447829174887272,14.404687677405976,16.963242114318398,0.3162900435896387,True,Optimal,69919.83667568801,69509.83667568801,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_050,1.0023339026045808,385.43305023677704,16.059710426532373,0.5418600961400878,14.386968949892548,16.967142589262192,0.33411097305792914,True,Optimal,69923.16381921002,69513.16381921002,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_051,1.0043681358165903,385.433050236777,16.059710426532373,0.5501962046420977,14.421530611244455,16.98138366182022,0.3552405406830849,True,Optimal,69919.86573904732,69509.86573904732,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_052,0.9957277771411791,385.4330502367769,16.059710426532373,0.5435549094592184,14.392388281162322,16.966676355548408,0.34516409902790746,True,Optimal,69922.82801825384,69512.82801825384,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_053,1.0059431903423335,385.4330502367771,16.059710426532376,0.5454544290562121,14.405256453864,16.972947539965723,0.3288465752947892,True,Optimal,69920.19786286974,69510.19786286974,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_054,0.9981744815034229,385.4330502367769,16.059710426532373,0.5442401399824959,14.373779051187833,16.97718172498175,0.34162123275253553,True,Optimal,69919.80666406392,69509.80666406392,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_055,0.9937257245809713,385.433050236777,16.059710426532373,0.5470354078500717,14.326136694100887,16.959008273634172,0.3371123074683203,True,Optimal,69919.50599604752,69509.50599604752,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_056,0.9885802072250206,385.4330502367769,16.059710426532373,0.5421276817682746,14.45601526113524,16.963718709103713,0.35077081845669045,True,Optimal,69922.07156809658,69512.07156809658,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_057,1.0025267441063515,385.43305023677704,16.059710426532376,0.5486053619756321,14.389251835880449,16.95748072591654,0.342162606495406,True,Optimal,69919.95345610187,69509.95345610187,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_058,1.0042854974741096,385.433050236777,16.059710426532376,0.5479924055522406,14.40161389370134,16.95262287039075,0.35132084404755515,True,Optimal,69920.07709493059,69510.07709493059,410.0,2,222222222222222222222222222222222332222222222222
sbx_profile_proxy,sbx_059,1.0029065526526457,385.4330502367769,16.059710426532373,0.5421414912457301,14.406893885401406,16.96908412519444,0.33781400951701357,True,Optimal,69919.27393101949,69509.27393101949,410.0,2,222222222222222222222222222222222332222222222222
