case_name,t,dt_h,P_req_MW,P_dc_MW,P_c_MW,SOC,DG1_P_MW,DG1_ON,DG1_Start,DG1_FC_kgh,DG1_StartFuel_kg,DG2_P_MW,DG2_ON,DG2_Start,DG2_FC_kgh,DG2_StartFuel_kg,DG3_P_MW,DG3_ON,DG3_Start,DG3_FC_kgh,DG3_StartFuel_kg,DG4_P_MW,DG4_ON,DG4_Start,DG4_FC_kgh,DG4_StartFuel_kg,StartFuel_kg,FuelWithStart_kg,ESS_N1_reserve_MW,N1_largest_output_MW,N1_min_margin_MW
case3_ga_integrated,0,0.5,17.022717160296637,0.0,0.0,0.7,9.18,1,1,1654.03837755,170.0,7.842717160300001,1,1,1416.5649512651505,170.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,340.0,1875.3016644075751,8.5,9.18,2.2772828397
case3_ga_integrated,1,0.5,17.347277115207483,0.0,0.0,0.7,9.18,1,0,1654.03837755,0.0,8.167277115200001,1,0,1474.200002158535,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1564.1191898542675,8.5,9.18,1.9527228848
case3_ga_integrated,2,0.5,14.886900186700615,0.0,1.555393438397806,0.7738811883238957,7.5600000000000005,1,0,1366.3603044,0.0,8.882293625097805,1,0,1601.1719600831266,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1483.7661322415634,8.5,8.882293625097805,2.857706374902195
case3_ga_integrated,3,0.5,18.142146181687167,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.9621461817,1,0,1615.3521018235099,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1634.695239686755,8.5,9.18,1.1578538183000013
case3_ga_integrated,4,0.5,17.990888352920997,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.810888352900001,1,0,1588.4918791457096,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1621.265128347855,8.5,9.18,1.3091116471
case3_ga_integrated,5,0.5,16.21154430132637,0.0,0.0,0.7738811883238957,7.5600000000000005,1,0,1366.3603044,0.0,8.651544301299998,1,0,1560.1957126443494,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1463.2780085221748,8.5,8.651544301299998,3.0884556987000025
case3_ga_integrated,6,0.5,17.851523571496145,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.6715235715,1,0,1563.7436126160037,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1608.8909950830018,8.5,9.18,1.4484764285000011
case3_ga_integrated,7,0.5,17.431399793943747,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.2513997939,1,0,1489.138428156456,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1571.588402853228,8.5,9.18,1.8686002061000018
case3_ga_integrated,8,0.5,18.047700180804753,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.8677001808,1,0,1598.5804699990435,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1626.3094237745217,8.5,9.18,1.252299819200001
case3_ga_integrated,9,0.5,17.915706148320186,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.7357061483,1,0,1575.1410941120694,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1614.5897358310347,8.5,9.18,1.3842938517000007
case3_ga_integrated,10,0.5,17.442846007271008,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.262846007299999,1,0,1491.1710359439717,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1572.6047067469858,8.5,9.18,1.8571539927000025
case3_ga_integrated,11,0.5,17.73868556831752,0.0,0.0,0.7738811883238957,9.18,1,0,1654.03837755,0.0,8.5586855683,1,0,1543.7059463575656,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1598.8721619537828,8.5,9.18,1.5613144317000014
case3_ga_integrated,12,0.5,12.641687208585195,0.0,0.0,0.7738811883238957,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,5.88,1,1,1062.7246812,120.0,6.761687208600001,1,1,1219.293864712994,120.0,240.0,1381.0092729564972,8.5,6.761687208600001,4.258312791399999
case3_ga_integrated,13,0.5,14.477654011960464,0.197654012000001,0.0,0.7636928371898706,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,7.14,1,0,1286.47429365,0.0,7.14,1,0,1286.47429365,0.0,0.0,1286.47429365,8.302345987999999,7.14,2.422345988000001
case3_ga_integrated,14,0.5,13.201278141190784,0.0,0.0,0.7636928371898706,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,7.14,1,0,1286.47429365,0.0,6.0612781412,1,0,1094.9158826596479,0.0,0.0,1190.695088154824,8.5,7.14,3.6987218588
