idx,route_P_req_MW,t_star,feasible,status,total_fuel_kg,total_operating_fuel_kg,total_start_fuel_kg,objective_value,DG_count,commitment,N1_min_margin_MW,DG1_ON,DG1_P_MW,DG2_ON,DG2_P_MW,DG3_ON,DG3_P_MW,DG4_ON,DG4_P_MW
145,16.74380676503455,34,True,Optimal,69887.78353870953,69477.78353870953,410.0,69887.78353870955,2,DG1+DG3,0.15619323500000348,1,9.18,0,0.0,1,7.14,0,0.0
146,16.76007056885529,34,True,Optimal,69889.35060922928,69479.35060922928,410.0,69889.35060922934,2,DG1+DG4,0.13992943110000056,1,9.18,0,0.0,0,0.0,1,7.14
147,16.77633437267603,34,True,Optimal,69890.91767973942,69480.91767973942,410.0,69890.91767973946,2,DG1+DG4,0.12366562730000297,1,9.18,0,0.0,0,0.0,1,7.14
148,16.792598176496767,34,True,Optimal,69892.48475024955,69482.48475024955,410.0,69892.48475024958,2,DG1+DG3,0.10740182350000183,1,9.18,0,0.0,1,7.14,0,0.0
149,16.80886198031751,34,True,Optimal,69894.05182075968,69484.05182075968,410.0,69894.05182075972,2,DG2+DG3,0.09113801970000068,0,0.0,1,9.18,1,7.14,0,0.0
150,16.825125784138248,34,True,Optimal,69895.6188912698,69485.6188912698,410.0,69895.61889126984,2,DG2+DG3,0.07487421590000132,0,0.0,1,9.18,1,7.14,0,0.0
151,16.84138958795899,34,True,Optimal,69897.18596178957,69487.18596178957,410.0,69897.18596178964,2,DG1+DG4,0.058610412000001944,1,9.18,0,0.0,0,0.0,1,7.14
152,16.857653391779728,34,True,Optimal,69898.7530322997,69488.7530322997,410.0,69898.75303229973,2,DG2+DG3,0.0423466082000008,0,0.0,1,9.18,1,7.14,0,0.0
153,16.87391719560047,34,True,Optimal,69900.32010280983,69490.32010280983,410.0,69900.32010280987,2,DG2+DG3,0.02608280439999966,0,0.0,1,9.18,1,7.14,0,0.0
154,16.890180999421208,34,True,Optimal,69901.88717331996,69491.88717331996,410.0,69901.88717332,2,DG2+DG3,0.00981900060000207,0,0.0,1,9.18,1,7.14,0,0.0
155,16.906444803241946,34,True,Optimal,69914.19362811162,69504.19362811162,410.0,69914.19362811165,3,DG1+DG3+DG4,5.98,1,7.5600000000000005,0,0.0,1,5.88,1,5.88
156,16.922708607062688,34,True,Optimal,69920.00745539408,69510.00745539408,410.0,69920.00745539411,3,DG2+DG3+DG4,8.377291392900002,0,0.0,1,5.1627086071,1,5.88,1,5.88
157,16.938972410883427,34,True,Optimal,69920.15955338175,69510.15955338175,410.0,69920.1595533818,3,DG1+DG3+DG4,8.3610275891,1,5.178972410900001,0,0.0,1,5.88,1,5.88
158,16.95523621470417,34,True,Optimal,69918.34192215986,69508.34192215986,410.0,69918.34192215987,3,DG1+DG3+DG4,5.980000000000243,1,7.559999999999758,0,0.0,1,5.88,1,5.88
159,16.971500018524907,34,True,Optimal,69919.72468683976,69509.72468683976,410.0,69919.7246868398,3,DG2+DG3+DG4,5.98,0,0.0,1,7.5600000000000005,1,5.88,1,5.88
