case_name,route_valid,route_violation,objective,objective_kind,milp_fuel_kg,milp_feasible,total_distance_nm,p_req_mean_mw,p_req_std_mw,p_req_min_mw,p_req_max_mw,last_speed_kts,final_heading_delta_deg,runtime_sec,note,scenario,scenario_label
case1_astar_fixed,True,0.0,68531.7985848345,milp_fuel_kg,68531.7985848345,True,431.6277132445953,15.311113422868152,0.9855181005476469,12.827094526990134,17.266867320249588,16.707839163026073,-1.7704437013599374,1.661623239517212,,calm_summer,Calm Summer (2024-07-15)
case2_ga_twostage,True,0.0,368.0264395316602,energy_objective,69169.60488274318,True,431.8645540904945,15.334434980485845,1.3047697915779195,12.946212237895596,18.87737156450011,16.761640901780638,-0.1775135017537366,350.9162447452545,,calm_summer,Calm Summer (2024-07-15)
case3_ga_integrated,True,0.0,67701.35302297046,ga_objective,67667.39920778843,True,431.62703416917066,15.312388837291373,0.9837709981141981,12.847657730435264,17.266867320249638,16.718501141724474,-1.681868144221994,4843.735877990723,,calm_summer,Calm Summer (2024-07-15)
