t,dt_h,P_req_MW,P_dc_MW,P_c_MW,SOC,DG1_P_MW,DG1_ON,DG1_Start,DG1_FC_kgh,DG2_P_MW,DG2_ON,DG2_Start,DG2_FC_kgh,DG3_P_MW,DG3_ON,DG3_Start,DG3_FC_kgh,DG4_P_MW,DG4_ON,DG4_Start,DG4_FC_kgh,ESS_N1_reserve_MW,N1_largest_output_MW,N1_min_margin_MW
26,0.5,19.406186266154094,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,3.446186266199999,1,0,648.8741810379893,3.88,10.08,1.2738137338000026
27,0.5,19.072660596736313,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,3.1126605967000005,1,0,592.1608166491981,3.88,10.08,1.607339403300001
28,0.5,18.78710804672837,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.8271080466999985,1,0,543.60489636703,3.88,10.08,1.892891953300003
29,0.5,18.533855705296986,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.573855705299999,1,0,500.541367428869,3.88,10.08,2.1461442947000027
30,0.5,18.004674751160955,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,5.8246747512,1,0,1053.3170664883687,3.88,10.08,2.675325248800002
31,0.5,18.520147380196853,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.560147380200001,1,0,498.21037672065245,3.88,10.08,2.1598526198000005
32,0.5,19.144904993033812,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,3.184904993000001,1,0,604.4453966593437,3.88,10.08,1.5350950070000007
33,0.5,18.867147341801413,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.907147341799999,1,0,557.2149363835402,3.88,10.08,1.8128526582000024
34,0.5,18.409032047171877,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.4490320472000002,1,0,479.3161057667613,3.88,10.08,2.2709679528000013
35,0.5,18.394074099452464,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.434074099499999,1,0,476.77262676051157,3.88,10.08,2.2859259005000023
36,0.5,18.265097829430285,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.3050978293999984,1,0,454.8412467421333,3.88,10.08,2.414902170600003
37,0.5,18.568516385903212,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.6085163859000007,1,0,506.43513809958915,3.88,10.08,2.111483614100001
38,0.5,18.680564640568367,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.7205646406,1,0,525.4880449042007,3.88,10.08,1.9994353594000014
39,0.5,19.023543829595248,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,3.0635438296000013,1,0,583.8089044431072,3.88,10.08,1.6564561704000003
40,0.5,18.70496919978414,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.7449691998000008,1,0,529.6378444105846,3.88,10.08,1.9750308002000008
41,0.5,18.264638997756677,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.304638997799999,1,0,454.7632261095299,3.88,10.08,2.4153610022000027
42,0.5,18.25492834103785,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.2949283409999994,1,0,453.11200682443416,3.88,10.08,2.425071659000002
43,0.5,18.54556414695906,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.5855641470000004,1,0,502.53229400898067,3.88,10.08,2.134435853000001
44,0.5,18.515690191130982,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.555690191099999,1,0,497.4524674719968,3.88,10.08,2.1643098089000024
45,0.5,18.160736481492,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.200736481499999,1,0,437.095436770652,3.88,10.08,2.5192635185000025
46,0.5,18.092845018669944,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,5.88,1,0,1062.7246812,2.1328450187000003,1,0,425.5510381807725,3.88,10.08,2.587154981300001
47,0.5,16.870074094858616,0.0,0.0,0.5,0.0,0,0,0.0,10.08,1,0,1801.6537392,2.1,1,0,419.96600625,4.690074094900002,1,0,860.387327218319,3.88,10.08,3.8099259051
