t,dt_h,P_req_MW,P_dc_MW,P_c_MW,SOC,DG1_P_MW,DG1_ON,DG1_Start,DG1_FC_kgh,DG2_P_MW,DG2_ON,DG2_Start,DG2_FC_kgh,DG3_P_MW,DG3_ON,DG3_Start,DG3_FC_kgh,DG4_P_MW,DG4_ON,DG4_Start,DG4_FC_kgh,ESS_N1_reserve_MW,N1_largest_output_MW,N1_min_margin_MW
17,0.5,18.27634559291854,0.0,0.0,0.4002900736133582,9.0963455929,1,0,1639.1831067814608,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,3.885627428099149,9.18,-3.590718164800851
18,0.5,17.36920272146692,0.0,0.0,0.4002900736133582,8.1892027215,1,0,1478.093530660405,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,3.885627428099149,9.18,-2.6835752934008497
19,0.5,19.67159473070199,1.3115947307000013,0.0,0.33268209780405006,9.18,1,0,1654.03837755,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,9.18,-4.985967302601428
20,0.5,17.681138167123027,0.0,0.0,0.33268209780405006,8.501138167099999,1,0,1533.486733090895,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,9.18,-4.307105469701427
21,0.5,18.10721025720266,0.0,0.0,0.33268209780405006,8.927210257199999,1,0,1609.1482132779086,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,9.18,-4.733177559801427
22,0.5,16.39193491355227,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.8319349136,1,0,1592.2293075584316,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.8319349136,-3.0179022162014286
23,0.5,15.761480252893094,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.2014802529,1,0,1480.2737631148436,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.2014802529,-2.3874475555014287
24,0.5,15.302579462151582,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,7.7425794622,1,0,1398.7825932163328,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,7.7425794622,-1.9285467648014292
25,0.5,15.478064513813504,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,7.918064513799999,1,0,1429.9450632847993,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,7.918064513799999,-2.1040318164014282
26,0.5,15.691821891141315,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.1318218911,1,0,1467.9038968794055,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.1318218911,-2.3177891937014286
27,0.5,15.454247239106419,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,7.8942472391,1,0,1425.7156140913548,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,7.8942472391,-2.0802145417014293
28,0.5,15.41215320918286,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,7.852153209199999,1,0,1418.240595935336,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,7.852153209199999,-2.038120511801428
29,0.5,15.46576839115621,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,7.905768391199999,1,0,1427.761529422587,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,7.905768391199999,-2.0917356938014278
30,0.5,15.621050974895832,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.061050974899999,1,0,1455.336464282198,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.061050974899999,-2.247018277501428
31,0.5,15.608078423819915,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.0480784238,1,0,1453.0328108844894,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.0480784238,-2.234045726401429
32,0.5,15.682045247537376,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.1220452475,1,0,1466.167769723404,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.1220452475,-2.308012550101428
33,0.5,17.778940258883555,0.0,0.0,0.33268209780405006,8.5989402589,1,0,1550.8543363742679,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,9.18,-4.404907561501429
34,0.5,17.559707949179128,0.0,0.0,0.33268209780405006,8.3797079492,1,0,1511.9232694441937,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,9.18,-4.185675251801428
35,0.5,17.385792678760986,0.0,0.0,0.33268209780405006,8.205792678800002,1,0,1481.0395596417045,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,9.18,-4.01175998140143
36,0.5,17.282706851498855,0.0,0.0,0.33268209780405006,8.102706851499999,1,0,1462.7336755881622,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,9.18,-3.908674154101427
37,0.5,15.666254153774549,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.1062541538,1,0,1463.363602187264,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.1062541538,-2.292221456401429
38,0.5,15.7956228776887,0.0,0.0,0.33268209780405006,7.5600000000000005,1,0,1366.3603044,8.2356228777,1,0,1486.3367782474033,0.0,0,0,0.0,0.0,0,0,0.0,2.5740326973985708,8.2356228777,-2.421590180301428
39,0.5,15.779720320474125,0.0,0.695861122093682,0.36573550110349995,7.5600000000000005,1,0,1366.3603044,8.91558144259368,1,0,1607.083179340276,0.0,0,0,0.0,0.0,0,0,0.0,3.2152687214078988,8.91558144259368,-2.4603127211857814
40,0.5,15.696863806358877,0.0,0.0,0.36573550110349995,7.5600000000000005,1,0,1366.3603044,8.1368638064,1,0,1468.7992354463743,0.0,0,0,0.0,0.0,0,0,0.0,3.2152687214078988,8.1368638064,-1.6815950849921002
41,0.5,15.786740228556848,0.0,0.0,0.36573550110349995,7.5600000000000005,1,0,1366.3603044,8.226740228599999,1,0,1484.7594057921224,0.0,0,0,0.0,0.0,0,0,0.0,3.2152687214078988,8.226740228599999,-1.7714715071921
42,0.5,15.65279930849173,0.0,2.707200691499999,0.49432753394974993,9.18,1,0,1654.03837755,9.18,1,0,1654.03837755,0.0,0,0,0.0,0.0,0,0,0.0,5.709954158625148,9.18,-1.8500458413748504
43,0.5,15.74228157347187,0.0,0.0,0.49432753394974993,7.5600000000000005,1,0,1366.3603044,8.1822815735,1,0,1476.8644797217466,0.0,0,0,0.0,0.0,0,0,0.0,5.709954158625148,8.1822815735,0.7676725851251494
44,0.5,15.799898619716814,0.0,0.0,0.49432753394974993,7.5600000000000005,1,0,1366.3603044,8.2398986197,1,0,1487.096060481877,0.0,0,0,0.0,0.0,0,0,0.0,5.709954158625148,8.2398986197,0.7100555389251486
45,0.5,15.799997622557013,0.0,0.0,0.49432753394974993,7.5600000000000005,1,0,1366.3603044,8.239997622599999,1,0,1487.1136413235486,0.0,0,0,0.0,0.0,0,0,0.0,5.709954158625148,8.239997622599999,0.7099565360251496
46,0.5,15.630305458114915,0.0,0.0,0.49432753394974993,7.5600000000000005,1,0,1366.3603044,8.0703054581,1,0,1456.9798666865036,0.0,0,0,0.0,0.0,0,0,0.0,5.709954158625148,8.0703054581,0.8796487005251485
47,0.5,15.000579662070148,0.0,0.11942033790000117,0.5,7.5600000000000005,1,0,1366.3603044,7.5600000000000005,1,0,1366.3603044,0.0,0,0,0.0,0.0,0,0,0.0,5.82,7.5600000000000005,1.5
