case_name,segment,phase,when_utc,dt_h,distance_nm,node_from_lat,node_from_lon,node_to_lat,node_to_lon,heading_deg,encounter_angle_deg,speed_sog_kts,speed_stw_kts,speed_stw_power_kts,current_component_kts,wind_speed_ms,wind_dir_deg,current_speed_ms,current_dir_deg,wave_height_m,wave_period_s,wave_dir_deg,P_prop_MW,P_service_MW,P_req_MW,PD_kW,BHP_kW,total_resistance_N,R_calm_N,R_wind_N,R_wave_N,relative_wind_speed_ms,relative_wind_dir_deg,fuel_step_kg,milp_total_dg_MW,milp_P_dc_MW,milp_P_c_MW,milp_SOC,milp_DG1_P_MW,milp_DG1_ON,milp_DG1_Start,milp_DG1_FC_kgh,milp_DG1_StartFuel_kg,milp_DG2_P_MW,milp_DG2_ON,milp_DG2_Start,milp_DG2_FC_kgh,milp_DG2_StartFuel_kg,milp_DG3_P_MW,milp_DG3_ON,milp_DG3_Start,milp_DG3_FC_kgh,milp_DG3_StartFuel_kg,milp_DG4_P_MW,milp_DG4_ON,milp_DG4_Start,milp_DG4_FC_kgh,milp_DG4_StartFuel_kg,milp_StartFuel_kg,milp_FuelWithStart_kg,milp_ESS_N1_reserve_MW,milp_N1_largest_output_MW,milp_N1_min_margin_MW
case1_astar_fixed,0,departure,2024-09-14T06:00:00+00:00,0.5,9.529887086594815,31.0,122.0,31.08000000000017,122.1600000000006,59.69257147161935,6.634966670075226,17.98448805185814,18.09141712493935,18.09141712493935,-0.10692907308120969,7.31058272359463,44.64923425969164,0.06231595613909797,211.6677025613315,0.7194396257400513,3.737545967102051,62.890707801684854,13.47852060646945,2.5,15.97852060646945,13208.950194340061,13478.52060646945,974164.9719870395,966476.9426692536,6691.040110171488,996.9892076144105,16.422047160677856,6.634966670075222,1652.7406604588728,18.345384345323183,0.0,2.366863738823182,0.8124260275941011,9.18,1,1,1654.03837755,170.0,9.165384345323183,1,1,1651.4429433677453,170.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,340.0,1992.7406604588728,8.5,9.18,0.9546156546768181
case1_astar_fixed,1,cruising,2024-09-14T06:30:00+00:00,0.5,9.523907218330455,31.08000000000017,122.1600000000006,31.16000000000018,122.32000000000068,59.67148004185809,7.392040414157248,17.98448805185814,18.120636830430165,18.120636830430165,-0.13614877857202573,7.381426723822637,42.999283571546584,0.0728428093119031,223.72842257519378,0.7412637770175934,3.757535934448242,61.91507715285396,13.562078757179176,3.5,17.062078757179176,13290.837182035591,13562.078757179175,978524.3593606114,969968.3377243658,7488.94860980788,1067.073026437765,16.45993477906186,7.392040414157256,1538.7965620471734,17.0620787572,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,7.882078757199999,1,0,1423.554746544347,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1538.7965620471734,8.5,9.18,2.2379212428000024
case1_astar_fixed,2,cruising,2024-09-14T07:00:00+00:00,0.5,9.078243193853506,31.16000000000018,122.32000000000068,31.240000000000194,122.47000000000075,58.01696376320448,7.101285743627686,17.98448805185814,18.203042151766766,18.203042151766766,-0.21855409990862676,7.477173879768439,42.11671185978497,0.13784684142405698,202.66797822548943,0.9114033579826355,4.341979026794434,64.83007223324148,13.773995015675776,3.5,17.273995015675776,13498.515115362261,13773.995015675777,989170.0197340221,979876.7137865224,7291.110797658359,2002.1951498413143,16.570217384754127,7.101285743627684,1557.6125067738517,17.2739950157,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,8.0939950157,1,0,1461.1866359977034,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1557.6125067738517,8.5,9.18,2.026004984300002
case1_astar_fixed,3,cruising,2024-09-14T07:30:00+00:00,0.5,9.761094846921786,31.240000000000194,122.47000000000075,31.34000000000021,122.62000000000083,52.00191443512407,5.133695348294394,17.98448805185814,18.573965588188756,18.573965588188756,-0.589477536330615,7.472737443144808,40.50762460915155,0.30371809001108246,228.83131506161274,0.9283331632614136,4.357091903686523,64.0674775020822,14.688156683122347,3.5,18.188156683122347,14394.3935494599,14688.156683122348,1033436.359460399,1025642.4022998165,5316.4587816634175,2477.4983789190474,16.641636457072703,5.13369534829439,1638.780490423612,18.1881566831,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,9.008156683100001,1,0,1623.5226032972241,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1638.780490423612,8.5,9.18,1.1118433169
case1_astar_fixed,4,cruising,2024-09-14T08:00:00+00:00,0.5,9.754650196742341,31.34000000000021,122.62000000000083,31.440000000000225,122.7700000000009,51.97226548562392,6.042362426288379,17.98448805185814,18.4837143529492,18.4837143529492,-0.49922630109106053,7.44253471817615,38.41083417773325,0.28008490614117504,255.4880151193456,0.9824944138526917,4.933728218078613,81.03144567304082,14.488328868350058,3.5,17.98832886835006,14198.562290983056,14488.328868350058,1024292.0738044187,1014327.2295055847,6210.5718585235245,3754.272440310397,16.579150010874073,6.042362426288379,1621.0378729252566,17.9883288684,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,8.8083288684,1,0,1588.0373683005134,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1621.0378729252566,8.5,9.18,1.3116711316000007
case1_astar_fixed,5,cruising,2024-09-14T08:30:00+00:00,0.5,9.390648828842421,31.440000000000225,122.7700000000009,31.53000000000024,122.92000000000098,54.831250709292995,7.711696385105572,17.98448805185814,18.399355971869674,18.399355971869674,-0.4148679200115343,7.493286422949081,37.58261534842626,0.2629157918800298,270.5623367838677,1.1860090494155884,5.529747009277344,86.5215136460553,14.329504320769304,3.5,17.829504320769303,14042.914234353919,14329.504320769305,1017510.7755369935,1003856.6799492213,7906.221127803349,5747.874459968853,16.558056805982325,7.711696385105569,1606.935916189921,17.8295043208,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,8.649504320800002,1,0,1559.833454829842,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1606.935916189921,8.5,9.18,1.470495679199999
case1_astar_fixed,6,cruising,2024-09-14T09:00:00+00:00,0.5,9.49003707240142,31.53000000000024,122.92000000000098,31.61000000000025,123.08000000000106,59.551437798665226,10.030232508447204,17.98448805185814,18.37151337686433,18.37151337686433,-0.3870253250061872,7.489548795962169,37.09667327955992,0.20377778778748332,251.84791255023578,1.2031223773956299,5.549838066101074,85.86314147246601,14.287658884535965,3.5,17.787658884535965,14001.905706845246,14287.658884535966,1015956.6570606639,1000423.0070202617,10118.329297616721,5415.320742785409,16.424749532742048,10.03023250844721,1603.2204796205058,17.7876588845,0.0,0.0,0.8124260275941011,8.607658884500001,1,0,1552.4025816910116,0.0,9.18,1,0,1654.03837755,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1603.2204796205058,8.5,9.18,1.5123411155
case1_astar_fixed,7,cruising,2024-09-14T09:30:00+00:00,0.5,9.483974417515178,31.61000000000025,123.08000000000106,31.690000000000264,123.24000000000115,59.52984595263649,10.153814896376927,17.98448805185814,18.112042256184992,18.112042256184992,-0.12755420432685202,7.2643987370781495,36.400998316634855,0.07923495265227536,273.6193020986527,1.2078540325164795,5.614206790924072,86.16373119323835,13.643344609273992,3.5,17.143344609273992,13370.477717088512,13643.344609273992,984315.3878895466,968940.2041323773,9947.416317396652,5427.767439772607,16.186031353398796,10.153814896376927,1546.0121187586,17.1433446093,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,7.963344609300002,1,0,1437.9858599672,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1546.0121187586,8.5,9.18,2.1566553906999992
case1_astar_fixed,8,cruising,2024-09-14T10:00:00+00:00,0.5,9.477899355455042,31.690000000000264,123.24000000000115,31.770000000000277,123.40000000000123,59.508177847849616,10.118360067237775,17.98448805185814,18.207999998905656,18.207999998905656,-0.2235119470475176,6.980109311760951,35.924091819428725,0.18353174876338108,290.71511277138313,1.212585687637329,5.67857551574707,86.46432090898963,13.873124769944134,3.5,17.373124769944134,13595.662274545251,13873.124769944134,995547.3521393341,980475.7797905785,9561.026740882058,5510.545607873491,15.896336685545617,10.118360067237779,1566.414190934373,17.3731247699,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,8.193124769899999,1,0,1478.790004318746,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1566.414190934373,8.5,9.18,1.926875230100002
case1_astar_fixed,9,cruising,2024-09-14T10:30:00+00:00,0.5,9.471811909764034,31.770000000000277,123.40000000000123,31.85000000000029,123.56000000000131,59.48643329192418,9.907609164999412,17.98448805185814,18.18746021639726,18.18746021639726,-0.20297216453912081,7.284582966088209,36.956111953746415,0.1424512954412202,282.3473467244081,1.2073107361793518,5.841160297393799,92.09756050304449,13.831337642339431,3.5,17.33133764233943,13554.710889492642,13831.337642339431,993643.9680249237,977996.0977253586,9750.060366642912,5897.80993292229,16.222548092718373,9.907609164999414,1562.703931566953,17.3313376423,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,8.1513376423,1,0,1471.369485583906,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1562.703931566953,8.5,9.18,1.9686623577000013
case1_astar_fixed,10,cruising,2024-09-14T11:00:00+00:00,0.5,9.465712104067453,31.85000000000029,123.56000000000131,31.9300000000003,123.72000000000139,59.464612091659966,10.043477829451035,17.98448805185814,18.055877143799805,18.055877143799805,-0.07138909194166414,7.547311600232091,37.076827277443726,0.10755150410829178,309.49810819422464,1.2218111753463745,5.876791954040527,91.79329598241367,13.519985154496444,3.5,17.019985154496446,13249.585451406514,13519.985154496444,978437.2002863444,962245.7264941493,10203.748494929569,5987.725297265607,16.483053234423213,10.043477829451039,1535.0590909000507,17.0199851545,0.0,0.0,0.8124260275941011,9.18,1,0,1654.03837755,0.0,7.839985154499999,1,0,1416.0798042501015,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1535.0590909000507,8.5,9.18,2.280014845500002
case1_astar_fixed,11,cruising,2024-09-14T11:30:00+00:00,0.5,9.459599962072083,31.9300000000003,123.72000000000139,32.01000000000032,123.88000000000147,59.44271405301406,10.660725836391803,17.98448805185814,18.019407998301006,18.019407998301006,-0.03491994644286402,7.667468577935779,35.88356398923793,0.15419875982676667,322.75248838595894,1.2362411618232727,5.888166904449463,91.14256679172445,13.444743186488301,3.5,16.944743186488303,13175.848322758535,13444.743186488302,974929.0265689975,957921.333613042,10940.548391490056,6067.144564465479,16.566318605320532,10.66072583639181,1528.3783920191083,16.9447431865,0.0,0.0,0.8124260275941011,9.17999999917647,1,0,1654.038377401159,0.0,7.764743187323528,1,0,1402.7184066370576,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1528.3783920191083,8.5,9.17999999917647,2.3552568135000023
case1_astar_fixed,12,cruising,2024-09-14T12:00:00+00:00,0.5,8.592427774241445,32.01000000000032,123.88000000000147,32.09000000000033,124.02000000000155,55.975645714488536,9.930652617284554,17.98448805185814,17.996509056660674,17.996509056660674,-0.012021004802533486,7.758466077616617,34.177159265802345,0.12964255778649614,323.2415182531141,1.330383062362671,6.018926620483398,89.89808925217913,13.400060488027378,3.5,16.90006048802738,13132.05927826683,13400.060488027379,972892.0036475421,955215.0363054504,10363.916614747803,7313.050727343831,16.706016696108428,9.930652617284554,1524.4110362206393,16.900060488,0.0,0.0,0.8124260275941011,9.17999999917647,1,0,1654.038377401159,0.0,7.720060487908498,1,0,1394.7836950401195,0.0,9.150327554487055e-10,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1524.4110362206393,8.5,9.17999999917647,2.3999395119999996
